,y,x
1372,ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)"
5469,ham,Ok lor.
3555,ham,Ok lor. I'm in town now lei.
266,ham,"Not sure yet, still trying to get a hold of him"
3367,ham,"Hey elaine, is today's meeting still on?"
1474,ham,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e"
3464,ham,"Haha figures, well I found the piece and priscilla's bowl"
4179,ham,"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care."
3378,ham,Dear umma she called me now :-)
1094,ham,Now only i reached home. . . I am very tired now. . I will come tomorro
1450,ham,Msg me when rajini comes.
1485,ham,"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)"
4246,spam,Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones
4215,ham,Er mw im filled tuth is aight
1583,ham,"It's cool, let me know before it kicks off around  &lt;#&gt; , I'll be out and about all day"
4055,ham,"Ha ha nan yalrigu heltini..Iyo kothi chikku, u shared many things wit me..so far i didn't told any body and even uttered a word abt u.. If ur trusting me so much how can i tell these to others.. Plz nxt time dont use those words to me..ok, chikku:-);-)B-)"
3159,ham,How much did ur hdd casing cost.
2650,ham,Do you like shaking your booty on the dance floor?
2227,ham,Oh k.k..where did you take test?
3422,spam,Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save å£s with Free texts/weekend calls. Text YES for a callback orno to opt out
3318,ham,Kay... Since we are out already 
4453,ham,I'm home. Ard wat time will u reach?
4636,ham,Oh ho. Is this the first time u use these type of words
5167,ham,Oh did you charge camera
754,ham,Realy sorry-i don't recognise this number and am now confused :) who r u please?! 
4413,ham,How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.
5216,ham,I am late. I will be there at
1801,ham,I wanna watch that movie
1407,ham,Then we gotta do it after that
2691,ham,Hey tmr meet at bugis 930 ?
5104,ham,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8"""
2075,ham,Must come later.. I normally bathe him in da afternoon mah..
4742,ham,I am in hospital da. . I will return home in evening
5314,spam,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX å£1.50
1573,spam,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL
3779,ham,Then ur physics get a-?
5010,spam,You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p
3373,ham,Also andros ice etc etc
595,ham,I am great! How are you?
2286,ham,I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon
346,ham,Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.
80,ham,"Sorry, I'll call later"
1015,ham,"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!"
1688,ham,Nan sonathaya soladha. Why boss?
3620,ham,That means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem.
4827,ham,Lol no. Just trying to make your day a little more interesting
2860,ham,I am not at all happy with what you saying or doing
79,ham,Its not the same here. Still looking for a job. How much do Ta's earn there.
3093,ham,Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...
5397,ham,That's necessarily respectful
3750,ham,"Haha... Sounds crazy, dunno can tahan anot..."
1937,ham,The fact that you're cleaning shows you know why i'm upset. Your priority is constantly \what i want to do
1876,ham,Watching tv now. I got new job :)
1444,ham,Those ducking chinchillas
3334,ham,"Sorry, got a late start, we're on the way"
5482,spam,URGENT We are trying to contact you Last weekends draw shows u have won a å£1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm
4661,ham,Ladies first and genus second k .
5565,ham,Huh y lei...
835,ham,Good Morning my Dear........... Have a great &amp; successful day.
3092,ham,staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323
670,ham,Ho ho - big belly laugh! See ya tomo
3601,ham,Cps is causing the outages to conserve energy.
1995,ham,Shall i come to get pickle
5092,ham,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt..."
497,ham,Some of them told accenture is not confirm. Is it true.
1983,ham,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob
3275,ham,Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(
307,ham,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.
2449,ham,Then she dun believe wat?
4074,ham,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U"
1246,ham,"I do know what u mean,  is the king of not havin credit! I'm goin2bed now. Night night sweet! Only1more sleep! "
3162,spam,This is the 2nd time we have tried to contact u. U have won the å£1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm
3206,ham,This phone has the weirdest auto correct.
3066,ham,Ok. So april. Cant wait
2062,ham,Is there any training tomorrow?
1131,ham,"Sorry, I'll call later"
1624,spam,500 free text msgs. Just text ok to 80488 and we'll credit your account
2643,ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
2599,ham,"Gosh that , what a pain. Spose I better come then."
3758,ham,"GOD ASKED, \What is forgiveness?\"" A little child gave lovely reply"
3531,ham,"Actually, my mobile is full of msg. And i m doing a work online, where i need to send them  &lt;#&gt;  sent msg i wil explain u later."
3675,ham,Hey r Ì_ still online? I've finished the formatting...
2344,ham,Okie...
819,ham,"\BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & IåÕLLSPEAK 2U SOONLOTS OF LOVEME XXXX.\"""""
4267,ham,Hey so whats the plan this sat? 
4325,ham,That seems unnecessarily hostile
701,ham,"Sorry, I'll call later"
1364,ham,Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt
377,ham,Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going
5051,ham,"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ..."
1133,ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
1370,ham,Hope you are feeling great. Pls fill me in. Abiola
4525,spam,"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec å£1.50ea. OTBox 731 LA1 7WS. )"
3732,ham,Old Orchard near univ. How about you?
475,ham,Ok I'm gonna head up to usf in like fifteen minutes
1601,ham,Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass
1711,ham,I got your back! Do you have any dislikes in bed?
2955,ham,Yes there were many sweets
2640,ham,Pandy joined 4w technologies today.he got job..
3885,ham,"Same, I'm at my great aunts anniversary party in tarpon springs"
5170,ham,I'm in school now n i'll be in da lab doing some stuff give me a call when Ì_ r done.
1820,ham,I'll probably be by tomorrow (or even later tonight if something's going on)
3315,ham,I know girls always safe and selfish know i got it pa. Thank you. good night.
2409,ham,Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :)
2502,ham,"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry"
238,ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!"
3818,ham,"sorry brah, just finished the last of my exams, what up"
1691,ham,I don't know but I'm raping dudes at poker
325,ham,No calls..messages..missed calls
2609,ham,"Awesome, text me when you're restocked"
4900,ham,Taka lor. Wat time u wan 2 come n look 4 us?
2341,ham,Tell dear what happen to you. Why you talking to me like an alian
1718,ham,"As in missionary hook up, doggy hook up, standing...|"
4147,spam,Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's
5392,ham,Ooooooh I forgot to tell u I can get on yoville on my phone
2761,ham,I am not sure about night menu. . . I know only about noon menu
1265,ham,"Im in inperialmusic listening2the weirdest track ever byåÓleafcutter johnåÓ-sounds like insects being molested&someone plumbing,remixed by evil men on acid!"
5501,spam,PRIVATE! Your 2003 Account Statement for 07808247860 shows 800 un-redeemed S. I. M. points. Call 08719899229 Identifier Code: 40411 Expires 06/11/04
2615,ham,2marrow only. Wed at  &lt;#&gt;  to 2 aha.
5430,ham,"If you can make it any time tonight or whenever you can it's cool, just text me whenever you're around"
3662,ham,"Frnd s not juz a word.....not merely a relationship.....its a silent promise which says ... \ I will be with YOU \"" Wherevr.. Whenevr.. Forevr... Gudnyt dear.."""
2209,ham,"Hmm well, night night "
5119,ham,Lol for real. She told my dad I have cancer
4448,spam,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or å£1000. To claim txt DIS to 87121 18+6*å£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ"
4829,ham,"The word \Checkmate\"" in chess comes from the Persian phrase \""Shah Maat\"" which means; \""the king is dead..\"" Goodmorning.. Have a good day..:)"""
2612,ham,Yes. It's all innocent fun. O:-)
5241,ham,Its a part of checking IQ
3487,ham,Still i have not checked it da. . .
3211,ham,We got a divorce. Lol. She.s here
2825,ham,Ok lor...
372,ham,I'm going for bath will msg you next  &lt;#&gt;  min..
5463,ham,U GOIN OUT 2NITE?
2557,spam,This message is brought to you by GMW Ltd. and is not connected to the
4624,ham,I'm on the bus. Love you
306,ham,Jos ask if u wana meet up?
2526,ham,Do u noe how 2 send files between 2 computers?
2483,ham,Mm have some kanji dont eat anything heavy ok
3383,spam,FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline
941,ham,Theyre doing it to lots of places. Only hospitals and medical places are safe.
1399,ham,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.
2198,ham,I'm in a movie. Call me 4 wat?
2106,ham,Thank you. I like you as well...
2508,ham,Ok...
5390,ham,Nt joking seriously i told
4255,ham,Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!
2838,ham,"Easy mate, * guess the quick drink was bit ambitious."
704,ham,True dear..i sat to pray evening and felt so.so i sms'd you in some time...
5418,ham,So how are you really. What are you up to. How's the masters. And so on.
3614,ham,I enjoy watching and playing football and basketball. Anything outdoors. And you?
3820,ham,You are right though. I can't give you the space you want and need. This is really starting to become an issue. I was going to suggest setting a definite move out--if i'm still there-- after greece. But maybe you are ready and should do it now.
1653,ham,I was at bugis juz now wat... But now i'm walking home oredi... ÌÏ so late then reply... I oso saw a top dat i like but din buy... Where r Ì_ now? 
3262,ham,So u gonna get deus ex?
2177,ham,Oh k :)why you got job then whats up?
2980,ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear"""
1765,ham,Hi this is yijue... It's regarding the 3230 textbook it's intro to algorithms second edition... I'm selling it for $50...
4913,ham,You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.
2270,ham,U know we watchin at lido?
3027,ham,You have got tallent but you are wasting.
1959,ham,Howz that persons story
1558,ham,Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side
1867,ham,Mmmm ... Fuck ... Not fair ! You know my weaknesses ! *grins* *pushes you to your knee's* *exposes my belly and pulls your head to it* Don't forget ... I know yours too *wicked smile*
4602,ham,And I don't plan on staying the night but I prolly won't be back til late
1293,ham,Happy birthday... May all ur dreams come true...
783,spam,You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!
5107,ham,I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA
50,ham,What you thinked about me. First time you saw me in class.
4125,spam,"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)"
4209,ham,No da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:)
3781,ham,How r Ì_ going to send it to me?
5189,spam,ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
4292,ham,You best watch what you say cause I get drunk as a motherfucker
3862,spam,"Oh my god! I've found your number again! I'm so glad, text me back xafter this msgs cst std ntwk chg å£1.50"
3888,ham,Unlimited texts. Limited minutes.
2063,spam,"URGENT! Your mobile No *********** WON a å£2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm"
3635,ham,"\ME 2 BABE I FEEL THE SAME LETS JUST 4GET ABOUT IT+BOTH TRY +CHEER UP+NOT FIT SOO MUCHXXLOVE U LOCAXX\"""""
952,ham,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOOD NIGHT"""
3897,ham,Otherwise had part time job na-tuition..
4278,spam,"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !"
46,ham,Didn't you get hep b immunisation in nigeria.
4436,ham,How come u got nothing to do?
441,ham,You were supposed to wake ME up &gt;:(
1194,ham,Ok... C ya...
2100,ham,Oh Howda gud gud.. Mathe en samachara chikku:-)
5205,spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt
3157,ham,Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE
2686,ham,There r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no
3775,ham,Ok lor. Msg me b4 u call.
3574,ham,And do you have any one that can teach me how to ship cars.
352,ham,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD"
337,ham,Just sleeping..and surfing
2313,ham,So what do you guys do.
990,ham,26th OF JULY
3824,ham,Hi. I'm always online on yahoo and would like to chat with you someday
4721,ham,"I'm home, my love ... If your still awake ... *loving kiss*"
4009,spam,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text"
1736,ham,I will come tomorrow di
591,spam,You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo
484,ham,You should change your fb to jaykwon thuglyfe falconerf
3398,ham,"Yeah we wouldn't leave for an hour at least, how's 4 sound?"
4629,ham,Everybody had fun this evening. Miss you.
2124,ham,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOOD NIGHT"""
2488,ham,Aiyah e rain like quite big leh. If drizzling i can at least run home.
362,ham,Check audrey's status right now
3008,spam,Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q
2147,ham,"Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk."
502,ham,Check with nuerologist.
2534,ham,Ok enjoy . R u there in home.
4695,ham,A guy who gets used but is too dumb to realize it.
3964,ham,Love you aathi..love u lot..
4561,ham,How much u trying to get?
465,ham,great princess! I love giving and receiving oral. Doggy style is my fave position. How about you? I enjoy making love  &lt;#&gt;  times per night :)
2949,ham,Where are you ? You said you would be here when I woke ... :-(
3625,ham,Yeah right! I'll bring my tape measure fri!
4643,ham,Did u got that persons story
5083,ham,Aiya we discuss later lar... Pick Ì_ up at 4 is it?
662,ham,Sorry me going home first... Daddy come fetch Ì_ later...
1126,ham,Not tonight mate. Catching up on some sleep. This is my new number by the way. 
4732,ham,Good Morning my Dear Shijutta........... Have a great &amp; successful day.
753,ham,When did you get to the library
3760,ham,Was just about to ask. Will keep this one. Maybe that's why you didn't get all the messages we sent you on glo
3559,ham,Lol I know! Hey someone did a great inpersonation of flea on the forums. I love it!
2024,ham,U having lunch alone? I now so bored...
3128,ham,"Haha better late than ever, any way I could swing by?"
212,ham,K:)k:)good:)study well.
957,ham,Welp apparently he retired
309,ham,Where are the garage keys? They aren't on the bookshelf
1437,ham,Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...
2748,ham,Send his number and give reply tomorrow morning for why you said that to him like that ok
3865,ham,"Theoretically yeah, he could be able to come"
4855,ham,yes baby! I need to stretch open your pussy!
3003,spam,"You've won tkts to the EURO2004 CUP FINAL or å£800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm"
521,ham,Shall i come to get pickle
590,spam,"For ur chance to win a å£250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk"
5015,ham,Hey gals...U all wanna meet 4 dinner at nÌÂte? 
2143,ham,You stayin out of trouble stranger!!saw Dave the other day heåÕs sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA! 
759,ham,"Call me when you/carlos is/are here, my phone's vibrate is acting up and I might not hear texts"
4420,ham,Still at west coast... Haiz... ÌÏ'll take forever to come back...
2912,ham,Kindly send some one to our flat before  &lt;DECIMAL&gt;  today.
5465,ham,Shall I bring us a bottle of wine to keep us amused? Only joking! IÛ÷ll bring one anyway
750,spam,"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?"
1590,ham,"Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)"
1963,ham,Yes :)it completely in out of form:)clark also utter waste.
5000,ham,"Nope. Since ayo travelled, he has forgotten his guy"
3437,ham,Its good to hear from you
1554,ham,Yeah we do totes. When u wanna?
3171,ham,Do u still have plumbers tape and a wrench we could borrow?
3125,ham,U coming 2 pick me?
2330,ham,Long beach lor. Expected... U having dinner now?
2141,ham,Alright took the morphine. Back in yo.
5405,ham,So how many days since then?
1564,ham,Tmrw. Im finishing 9 doors
2730,ham,I havent lei.. Next mon can?
2301,ham,"&lt;#&gt; , that's all? Guess that's easy enough"
3391,ham,What r u cooking me for dinner?
1505,ham,Total video converter free download type this in google search:)
3890,ham,No problem. We will be spending a lot of quality time together...
4404,ham,Dun need to use dial up juz open da browser n surf...
3408,ham,"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though! "
5511,ham,"ItÛ÷s reassuring, in this crazy world."
984,ham,Yo guess what I just dropped
2466,ham,He is world famamus....
4681,ham,"Haha yeah, 2 oz is kind of a shitload"
1737,ham,I cant pick the phone right now. Pls send a message
24,ham,Ffffffffff. Alright no way I can meet up with you sooner?
76,ham,Thats cool. i am a gentleman and will treat you with dignity and respect.
4442,ham,You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm
2520,ham,Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends
1087,ham,You can never do NOTHING
2986,ham,"I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz"
2342,spam,Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D
3201,ham,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?
3833,ham,Watching tv lor. Nice one then i like lor.
216,ham,Tired. I haven't slept well the past few nights.
31,ham,Yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. Till 2! But we won't go there! Not doing too badly cheers. You? 
5108,ham,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL"
1808,ham,Aiyo a bit pai seh Ì_ noe... Scared he dun rem who i am then die... Hee... But he become better lookin oredi leh...
102,ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
960,ham,U sure u can't take any sick time?
472,ham,"Nothing. I meant that once the money enters your account here, the bank will remove its flat rate. Someone transfered  &lt;#&gt;  to my account and  &lt;#&gt; dollars got removed. So the banks differ and charges also differ.be sure you trust the 9ja person you are sending account details to cos..."
3952,spam,Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!
3841,ham,"chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season."
5007,ham,Go fool dont cheat others ok
2574,spam,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.
4041,ham,What time do u get out?
2427,ham,Do you think i can move  &lt;#&gt;  in a week
2374,ham,Dunno lei he neva say...
2094,spam,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires
4313,ham,Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.
440,ham,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.
2173,ham,"Hiya, had a good day? Have you spoken to since the weekend?"
1606,ham,Ok no prob... I'll come after lunch then...
672,spam,Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just å£1.50 per wk 2 opt out send STOP 08452810071 16
4279,spam,WINNER!! As a valued network customer you have been selected to receivea å£900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.
2311,spam,"Congratulations! Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate."
4393,ham,Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!
2788,ham,ÌÏ got wat to buy tell us then Ì_ no need to come in again.
3548,ham,"I got like $ &lt;#&gt; , I can get some more later though. Get whatever you feel like"
1112,ham,So that means you still think of teju
1279,ham,Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?
4538,ham,"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more"
5223,ham,If I die I want u to have all my stuffs.
4237,ham,Lol wtf random. Btw is that your lunch break
4898,ham,"Haha, that was the first person I was gonna ask"
2000,ham,But i'll b going 2 sch on mon. My sis need 2 take smth.
3223,ham,Sorry da thangam.it's my mistake.
4181,spam,"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or å£10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+"
2348,ham,That seems unnecessarily affectionate
2604,ham,You call times job today ok umma and ask them to speed up
2836,ham,1's reach home call me.
2318,ham,On the way to office da..
2404,ham,Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.
3579,ham,"Have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. Have a great morning"
1142,ham,Have you had a good day? Mine was really busy are you up to much tomorrow night?
5455,ham,Wishing you a beautiful day. Each moment revealing even more things to keep you smiling. Do enjoy it.
2395,ham,"Babe, I'm back ... Come back to me ..."
4187,ham,Mm umma ask vava also to come tell him can play later together
450,ham,hanks lotsly!
1205,ham,The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.
4871,ham,Hi dis is yijue i would be happy to work wif Ì_ all for gek1510...
1964,ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
2677,ham,Where in abj are you serving. Are you staying with dad or alone.
3361,ham,No messages on her phone. I'm holding it now
3404,ham,"Jus chillaxin, what up"
2883,ham,Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.
4895,ham,2 and half years i missed your friendship:-)
2148,ham,I will once i get home
1897,ham,"Aight, sounds good. When do you want me to come down?"
5386,ham,I'm at work. Please call
3815,ham,How long does it take to get it.
2952,spam,"URGENT! Your mobile was awarded a å£1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011"
4845,ham,Pls help me tell Ashley that i cant find her number oh
3073,ham,Don know. I did't msg him recently.
2463,ham,"Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-("
5366,spam,A å£400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a å£400 reward. Just call 09066380611
2102,ham,Audrie lousy autocorrect
3836,ham,Early bird! Any purchases yet?
305,ham,Yup... From what i remb... I think should be can book... 
3020,ham,Am in film ill call you later.
904,ham,"We're all getting worried over here, derek and taylor have already assumed the worst"
786,ham,It does it on its own. Most of the time it fixes my spelling. But sometimes it gets a completely diff word. Go figure
2835,ham,Nice.nice.how is it working?
5209,ham,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop"
728,ham,Exactly. Anyways how far. Is jide her to study or just visiting
5326,ham,What makes you most happy?
3096,ham,"Yo, you at jp and hungry like a mofo?"
1001,spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!
5416,ham,My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!
1233,ham,Lol ok. I'll snatch her purse too.
3929,ham,I thk Ì_ gotta go home by urself. Cos i'll b going out shopping 4 my frens present. 
2935,ham,"And stop wondering \wow is she ever going to stop tm'ing me ?!\"" because I will tm you whenever I want because you are MINE ... *laughs*"""
4351,ham,Hows the pain dear?y r u smiling?
2564,ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '"
2962,ham,You dont know you jabo me abi.
3792,ham,Hey are you angry with me. Reply me dr.
5080,ham,"Yeah, give me a call if you've got a minute"
2923,ham,Thts god's gift for birds as humans hav some natural gift frm god..
4902,ham,"\I;m reaching in another 2 stops.\"""""
3274,ham,Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.
1517,spam,Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.
2680,ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant."
2798,ham,I've told him that i've returned it. That should i re order it.
3849,ham,I to am looking forward to all the sex cuddling.. Only two more sleeps 
