,id,phrase,replacements,label
482,59d09959-5836-494f-9176-7a11a449b2fa,participated in a polls <number> times,"{""number"": ""4""}",poll
483,59d09959-5836-494f-9176-7a11a449b2fa,participated in <number> polls,"{""number"": ""4""}",poll
484,59d09959-5836-494f-9176-7a11a449b2fa,converted on the <company> ad ,"{""company"": ""'Acsis Inc.'""}",profile
485,59d09959-5836-494f-9176-7a11a449b2fa,wrote a post about <mention>,"{""mention"": ""Steven Owens""}",post
486,59d09959-5836-494f-9176-7a11a449b2fa,clicked on advertisement by 'Acisi Inc.',{},ad
487,59d09959-5836-494f-9176-7a11a449b2fa,took <number> polls,"{""number"": ""4""}",poll
488,59d09959-5836-494f-9176-7a11a449b2fa,named <first-name>,"{""first-name"": ""Petra""}",profile
489,59d09959-5836-494f-9176-7a11a449b2fa,viewed page contains <post-word>,"{""post-word"": ""'adsorbable'""}",view
490,59d09959-5836-494f-9176-7a11a449b2fa,a post with <number> likes ,"{""number"": ""8""}",post
491,59d09959-5836-494f-9176-7a11a449b2fa,posted a content with <number> likes,"{""number"": ""8""}",post
492,59d09959-5836-494f-9176-7a11a449b2fa,visited page contains <post-word>,"{""post-word"": ""'adsorbable'""}",view
493,59d09959-5836-494f-9176-7a11a449b2fa,called <first-name>,"{""first-name"": ""Petra""}",profile
494,59d09959-5836-494f-9176-7a11a449b2fa,name is <first-name>,"{""first-name"": ""Petra""}",profile
495,59d09959-5836-494f-9176-7a11a449b2fa,opened page with <post-word>,"{""post-word"": ""'adsorbable'""}",view
496,59d09959-5836-494f-9176-7a11a449b2fa,posted a message with <number> likes,"{""number"": ""8""}",post
497,59d09959-5836-494f-9176-7a11a449b2fa,<enjoyment> the event,"{""enjoyment"": ""enjoyed""}",profile
498,59d09959-5836-494f-9176-7a11a449b2fa,wrote <number> posts,"{""number"": ""2""}",post
499,59d09959-5836-494f-9176-7a11a449b2fa,posted <number> messages,"{""number"": ""2""}",post
500,59d09959-5836-494f-9176-7a11a449b2fa,clicked on <number> ads,"{""number"": ""2""}",ad
501,59d09959-5836-494f-9176-7a11a449b2fa,rated with <number> stars <page-type>s page,"{""number"": ""2"", ""page-type"": ""speaker'""}",rate
502,59d09959-5836-494f-9176-7a11a449b2fa,rated <page-type> with <number> stars,"{""number"": ""2"", ""page-type"": ""speaker""}",rate
503,59d09959-5836-494f-9176-7a11a449b2fa,clicked on ads <number> times,"{""number"": ""2""}",ad
504,59d09959-5836-494f-9176-7a11a449b2fa,rated page contains <post-word>,"{""post-word"": ""'pragmatic'""}",rate
505,59d09959-5836-494f-9176-7a11a449b2fa,voted <number> times,"{""number"": ""4""}",poll
506,59d09959-5836-494f-9176-7a11a449b2fa,leave a rate on page with <post-word>,"{""post-word"": ""'pragmatic'""}",rate
507,59d09959-5836-494f-9176-7a11a449b2fa,viewed page with <post-word>,"{""post-word"": ""'adsorbable'""}",view
508,59d09959-5836-494f-9176-7a11a449b2fa,connected Google +,{},profile
509,59d09959-5836-494f-9176-7a11a449b2fa,took a not on page with <post-word>,"{""post-word"": ""'coastal'""}",note
510,59d09959-5836-494f-9176-7a11a449b2fa,created a not on page contains <post-word>,"{""post-word"": ""'coastal'""}",note
511,59d09959-5836-494f-9176-7a11a449b2fa,voted <number> times,"{""number"": ""4""}",poll
512,59d09959-5836-494f-9176-7a11a449b2fa,Google + account,{},profile
513,59d09959-5836-494f-9176-7a11a449b2fa,post with <number> replies,"{""number"": ""9""}",reply
514,59d09959-5836-494f-9176-7a11a449b2fa,viewed <page-type> page,"{""page-type"": ""sponsor""}",view
515,59d09959-5836-494f-9176-7a11a449b2fa,rated page with <number> stars,"{""number"": ""2""}",rate
516,59d09959-5836-494f-9176-7a11a449b2fa,content with <number> replies,"{""number"": ""9""}",post
517,59d09959-5836-494f-9176-7a11a449b2fa,viewed <page-type>,"{""page-type"": ""sponsor""}",view
518,59d09959-5836-494f-9176-7a11a449b2fa,rated page with more than <number> stars,"{""number"": ""2""}",rate
519,59d09959-5836-494f-9176-7a11a449b2fa,posted a content with <number> comments,"{""number"": ""9""}",post
520,59d09959-5836-494f-9176-7a11a449b2fa,opened <page-type> page,"{""page-type"": ""sponsor""}",view
521,3ea9c741-6993-44f9-937c-3a5718a08693,liked a post by <mention>,"{""mention"": ""Philip Stephens""}",like
522,3ea9c741-6993-44f9-937c-3a5718a08693,left a note on a page <number> times,"{""number"": ""3""}",note
523,3ea9c741-6993-44f9-937c-3a5718a08693,downloaded a file named <file-name>,"{""file-name"": ""workshop.doc""}",file
524,3ea9c741-6993-44f9-937c-3a5718a08693,liked a post by Philip,{},like
525,3ea9c741-6993-44f9-937c-3a5718a08693,downloaded <file-name>,"{""file-name"": ""workshop.doc""}",file
526,3ea9c741-6993-44f9-937c-3a5718a08693,clicked on an ad <number> times,"{""number"": ""4""}",ad
527,3ea9c741-6993-44f9-937c-3a5718a08693,bio contains <number>,"{""number"": ""8""}",profile
528,3ea9c741-6993-44f9-937c-3a5718a08693,attended <number> events,"{""number"": ""7""}",event
529,3ea9c741-6993-44f9-937c-3a5718a08693,clicked on <number> ads,"{""number"": ""4""}",ad
